Simulator Output
Simulator Output
Simulator Output
Simulator Output
Simulator Output
Simulator Output
Simulator Output
Simulator Output
Simulator Output
Simulator Output
V,uA
-0.8418418418418419,-2.5039719338178394
-0.8398398398398399,-2.3171383558347514
-0.8378378378378378,-2.062143335012616
-0.8358358358358359,-1.3605595981773477
-0.8338338338338338,-2.285878922380426
-0.8318318318318318,-1.5090472276610176
-0.8298298298298299,-1.9800056606455996
-0.8278278278278278,-1.6676079059238
-0.8258258258258259,-1.7941303978272958
-0.8238238238238238,-1.5142892386582478
-0.8218218218218218,-1.6294051563801712
-0.8198198198198199,-1.747403719146727
-0.8178178178178178,-2.103689609698934
-0.8158158158158157,-1.409787663408725
-0.8138138138138138,-2.1413828346958614
-0.8118118118118118,-1.4074597964022595
-0.8098098098098099,-1.7518438998916988
-0.8078078078078078,-1.735639481440419
-0.8058058058058057,-1.8344131553825869
-0.8038038038038038,-1.752494311067855
-0.8018018018018018,-1.2264142821457975
-0.7997997997997999,-1.6107328320925087
-0.7977977977977978,-1.9085171604945677
-0.7957957957957957,-1.5341404165793946
-0.7937937937937938,-1.642620265864832
-0.7917917917917918,-2.3082111391484195
-0.7897897897897898,-1.4591256361119
-0.7877877877877878,-1.2896252121649123
-0.7857857857857857,-1.3276924815550715
-0.7837837837837838,-1.3803746746927272
-0.7817817817817818,-1.5252489440820989
-0.7797797797797797,-1.4067103168522124
-0.7777777777777778,-1.4429935255817152
-0.7757757757757757,-1.3978906739729864
-0.7737737737737738,-1.4388621877471852
-0.7717717717717718,-1.3721169467554852
-0.7697697697697697,-0.7443568811858626
-0.7677677677677678,-1.2463875201818124
-0.7657657657657657,-1.191525432847406
-0.7637637637637638,-1.3729208062013978
-0.7617617617617618,-1.0754437973918873
-0.7597597597597597,-1.3652371362633873
-0.7577577577577578,-1.4154622823715317
-0.7557557557557557,-1.2333946653642212
-0.7537537537537538,-1.273501095102683
-0.7517517517517518,-1.171338716032098
-0.7497497497497497,-1.2128693728403404
-0.7477477477477478,-0.81718217403612
-0.7457457457457457,-1.1489571832113983
-0.7437437437437437,-0.8011150668227771
-0.7417417417417418,-1.4136024360695358
-0.7397397397397397,-0.99475511256629
-0.7377377377377378,-1.1192692022343418
-0.7357357357357357,-0.7708609989858226
-0.7337337337337337,-0.8524059432150239
-0.7317317317317318,-1.6448618987537262
-0.7297297297297297,-0.5888237247411958
-0.7277277277277278,-1.294111940011908
-0.7257257257257257,-0.9070919762353769
-0.7237237237237237,-0.7078800556697252
-0.7217217217217218,-0.3623623759700623
-0.7197197197197197,-0.18669964373251102
-0.7177177177177176,-1.0565557159413586
-0.7157157157157157,-0.5599956420806413
-0.7137137137137137,-0.7071492904592643
-0.7117117117117118,-0.7495797275266451
-0.7097097097097097,-1.0084996493757017
-0.7077077077077076,-0.30757561401527966
-0.7057057057057057,-0.42817739685132095
-0.7037037037037037,-0.7462323776106456
-0.7017017017017018,-0.8607009511792567
-0.6996996996996997,-0.37151152319372904
-0.6976976976976976,-0.6352871582466858
-0.6956956956956957,-0.7013497909378568
-0.6936936936936937,-0.38992205133265523
-0.6916916916916918,-0.3411527526721575
-0.6896896896896897,-0.8348520927171701
-0.6876876876876876,-0.5510319457404574
-0.6856856856856857,-0.51368095313724
-0.6836836836836837,-0.5228245025101127
-0.6816816816816818,-0.5207964660928789
-0.6796796796796797,-0.7062044141118832
-0.6776776776776776,0.009394399437425982
-0.6756756756756757,-0.6719355439574213
-0.6736736736736737,-0.18103315046559945
-0.6716716716716717,-0.5814542906584432
-0.6696696696696697,-0.2733938338720336
-0.6676676676676676,-0.7158099547162178
-0.6656656656656657,-0.06393823318270137
-0.6636636636636637,-0.26643601167994635
-0.6616616616616617,-0.5070042095646062
-0.6596596596596597,-0.22431209300629418
-0.6576576576576576,-0.1484320065329131
-0.6556556556556556,0.31716419189271683
-0.6536536536536537,-0.09400762713188666
-0.6516516516516517,-0.4579824759061253
-0.6496496496496497,-0.019861460427262584
-0.6476476476476476,-0.06772718548105862
-0.6456456456456456,0.0965109019300501
-0.6436436436436437,0.06659938306820859
-0.6416416416416417,-0.12350716515101416
-0.6396396396396397,0.2008603363046087
-0.6376376376376376,0.13587959103969832
-0.6356356356356356,0.1492431151184052
-0.6336336336336337,-0.058303011992614374
-0.6316316316316316,0.34456784508222355
-0.6296296296296297,-0.03876057608674205
-0.6276276276276276,0.12127616872456382
-0.6256256256256256,-0.0076287444262295445
-0.6236236236236237,-0.13253616020385914
-0.6216216216216216,0.4349898421052568
-0.6196196196196196,0.34507731811924686
-0.6176176176176176,-0.05017541690663932
-0.6156156156156156,-0.006409738817825458
-0.6136136136136137,0.18505532808137132
-0.6116116116116116,0.053884617378207586
-0.6096096096096096,0.597129430820466
-0.6076076076076076,0.5537197280638368
-0.6056056056056056,0.8561839107626804
-0.6036036036036037,0.23104069068827376
-0.6016016016016016,0.2573257241258826
-0.5995995995995996,0.4415932350103441
-0.5975975975975976,0.5240511739719989
-0.5955955955955956,0.5544154268454997
-0.5935935935935936,0.5683875791023291
-0.5915915915915916,0.19205014714821886
-0.5895895895895895,0.5521051566949138
-0.5875875875875876,0.5854716917067628
-0.5855855855855856,0.3862062753568827
-0.5835835835835836,0.8541456890280901
-0.5815815815815816,0.31663766456882514
-0.5795795795795795,0.299383854002531
-0.5775775775775776,0.5909354904792459
-0.5755755755755756,0.08347804201097014
-0.5735735735735736,0.24551716106358284
-0.5715715715715716,0.4657987114823728
-0.5695695695695695,0.6228631319441627
-0.5675675675675675,0.7827346622594027
-0.5655655655655656,0.6267076704987482
-0.5635635635635636,0.8864567957725604
-0.5615615615615616,0.5165804127575383
-0.5595595595595595,0.4057048909979033
-0.5575575575575575,0.1310284006423293
-0.5555555555555556,0.2766579345742092
-0.5535535535535536,0.6722712389142049
-0.5515515515515516,1.3541358487168242
-0.5495495495495495,1.132783031300988
-0.5475475475475475,1.3199379919090843
-0.5455455455455456,0.5509505637269368
-0.5435435435435436,0.33121589252042133
-0.5415415415415415,0.8544498552154858
-0.5395395395395395,0.6917844060856084
-0.5375375375375375,0.765373646998877
-0.5355355355355356,0.4236151638385239
-0.5335335335335336,0.5998512481307225
-0.5315315315315315,0.765552552545747
-0.5295295295295295,0.9937300973434156
-0.5275275275275275,1.344828638927708
-0.5255255255255256,1.3749596168411216
-0.5235235235235236,1.0928670986894815
-0.5215215215215215,1.139115936654637
-0.5195195195195195,0.9957499960932436
-0.5175175175175175,1.581443286585737
-0.5155155155155156,1.7735346349229293
-0.5135135135135136,1.6457985012694563
-0.5115115115115115,1.231492515949871
-0.5095095095095095,1.5010696870064049
-0.5075075075075075,2.0907572693550707
-0.5055055055055055,1.7082305892762895
-0.5035035035035035,1.5849654363579868
-0.5015015015015015,1.3733111675417096
-0.49949949949949946,1.457435454010583
-0.4974974974974975,1.6748384809093708
-0.49549549549549554,1.1465208791675479
-0.4934934934934935,1.6862719959509374
-0.4914914914914915,1.4260713149052844
-0.48948948948948945,2.007237168964765
-0.4874874874874875,2.052037699080581
-0.48548548548548554,2.118716738888288
-0.48348348348348347,2.495799078350672
-0.4814814814814815,1.8481405274723908
-0.47947947947947944,1.8908755030828033
-0.4774774774774775,2.670437182172817
-0.47547547547547553,2.503183120079207
-0.47347347347347346,2.1312754629875554
-0.4714714714714715,2.979022399253458
-0.46946946946946944,2.5861591533605885
-0.4674674674674675,2.58020204886315
-0.4654654654654655,3.114115090341796
-0.46346346346346345,3.1899354078582354
-0.4614614614614615,3.1505774035953604
-0.45945945945945943,3.797138113103921
-0.4574574574574575,3.6296985656482628
-0.4554554554554555,4.030175477685244
-0.45345345345345345,4.554975194509463
-0.4514514514514515,4.285439325443114
-0.4494494494494494,4.134903544825909
-0.44744744744744747,4.4991448669133876
-0.4454454454454454,4.584895575272331
-0.44344344344344344,5.296236396459687
-0.4414414414414415,5.6967666846485105
-0.4394394394394394,5.727270545553271
-0.43743743743743746,5.92510013841569
-0.4354354354354354,5.961382679346463
-0.43343343343343343,6.94740960295128
-0.4314314314314315,6.579290292133324
-0.4294294294294294,6.741245953495996
-0.42742742742742745,7.183478027072791
-0.4254254254254254,7.897307793584292
-0.42342342342342343,8.71154981718546
-0.42142142142142147,8.551625560716717
-0.4194194194194194,9.202635778496058
-0.41741741741741745,9.240214117533577
-0.4154154154154154,9.35695832592139
-0.4134134134134134,9.829163629326446
-0.41141141141141147,10.579314768100428
-0.4094094094094094,10.98084229437811
-0.40740740740740744,12.401945809895171
-0.4054054054054054,12.178044619687439
-0.4034034034034034,12.729242245649905
-0.40140140140140146,13.494025997298312
-0.3993993993993994,14.204733458927542
-0.39739739739739743,14.184042586244049
-0.39539539539539537,14.248682441600824
-0.3933933933933934,14.016620295246504
-0.39139139139139134,14.888126258626857
-0.3893893893893894,15.299885849536205
-0.3873873873873874,15.832717416566108
-0.38538538538538536,14.782718190195164
-0.3833833833833834,15.776091920863514
-0.38138138138138133,15.96091013039838
-0.3793793793793794,16.071787505079502
-0.3773773773773774,16.032813121961066
-0.37537537537537535,16.5033673944936
-0.3733733733733734,16.4227956142698
-0.37137137137137133,15.548697951928201
-0.36936936936936937,16.561059843198933
-0.3673673673673674,16.112663266544438
-0.36536536536536535,17.10571647739215
-0.3633633633633634,17.06093745532755
-0.3613613613613613,16.313136671870893
-0.35935935935935936,16.85608587201444
-0.3573573573573574,16.859294164691214
-0.35535535535535534,16.72270891824438
-0.3533533533533534,16.40344851898492
-0.3513513513513513,16.627893336887393
-0.34934934934934936,16.67996648225017
-0.3473473473473474,17.01544360124791
-0.34534534534534533,16.89877996783656
-0.3433433433433434,17.453274734648662
-0.3413413413413413,17.162720098323785
-0.33933933933933935,16.69357080391363
-0.3373373373373374,16.827193917204237
-0.3353353353353353,16.981792940900032
-0.33333333333333337,16.759591475622575
-0.3313313313313313,17.11647558615196
-0.32932932932932935,16.824610170297454
-0.3273273273273274,16.313577378584956
-0.3253253253253253,16.903468826610688
-0.32332332332332336,16.897250325593976
-0.3213213213213213,16.355827860521902
-0.31931931931931934,17.176927849971953
-0.31731731731731727,16.338235719659757
-0.3153153153153153,16.703652723945027
-0.31331331331331336,17.208752193002457
-0.3113113113113113,16.753888414715735
-0.30930930930930933,16.07245646810767
-0.30730730730730726,16.463796787031033
-0.3053053053053053,16.288218382747946
-0.30330330330330335,16.38629975389754
-0.3013013013013013,16.14469682850762
-0.2992992992992993,16.58640347703797
-0.29729729729729726,16.776676365771877
-0.2952952952952953,16.315374518720436
-0.29329329329329334,16.70341290435834
-0.2912912912912913,16.002754242022554
-0.2892892892892893,15.992786483238573
-0.28728728728728725,16.162218999244697
-0.2852852852852853,16.62663582144223
-0.28328328328328334,16.292088240282194
-0.28128128128128127,16.559760668607275
-0.2792792792792793,16.583448561453917
-0.27727727727727725,16.521921293490642
-0.2752752752752753,16.379061020944256
-0.27327327327327333,16.06112144306207
-0.27127127127127126,17.059952308678795
-0.2692692692692693,16.880922563180864
-0.26726726726726724,15.883393889058645
-0.2652652652652653,16.88920005194854
-0.2632632632632632,16.62978378490688
-0.26126126126126126,16.599812956165128
-0.2592592592592593,16.53017955167649
-0.25725725725725723,17.474530583716376
-0.2552552552552553,16.88734532370702
-0.2532532532532532,17.61342741741675
-0.25125125125125125,17.726438036731984
-0.2492492492492493,16.779868615165853
-0.24724724724724723,17.06753767532459
-0.24524524524524527,17.619457457276578
-0.2432432432432432,17.581482777639653
-0.24124124124124124,17.596163425408673
-0.2392392392392393,17.801272485647523
-0.23723723723723722,17.737144615784334
-0.23523523523523526,17.75131977266991
-0.2332332332332332,18.355529277252536
-0.23123123123123124,17.588722492790847
-0.22922922922922928,18.545208578716178
-0.2272272272272272,18.41182191759313
-0.22522522522522526,18.346903384856883
-0.2232232232232232,19.337928401508208
-0.22122122122122123,19.10417295937612
-0.21921921921921927,19.495010234701518
-0.2172172172172172,19.609905995896955
-0.21521521521521525,19.90131984018833
-0.21321321321321318,20.485442613623672
-0.21121121121121122,20.33212737881143
-0.20920920920920927,20.799044411143903
-0.2072072072072072,20.406750416078612
-0.20520520520520524,21.296169148096485
-0.20320320320320318,21.857819332250376
-0.20120120120120122,21.620851177307284
-0.19919919919919926,22.22027979977288
-0.1971971971971972,22.371031950446405
-0.19519519519519524,22.64510821518903
-0.19319319319319317,22.428131430693778
-0.1911911911911912,22.191313240739003
-0.18918918918918914,22.5592355973776
-0.1871871871871872,22.601080872742365
-0.18518518518518523,22.77291680660702
-0.18318318318318316,23.035540796306194
-0.1811811811811812,23.15628177445512
-0.17917917917917914,23.081293565260587
-0.17717717717717718,23.126285401871076
-0.17517517517517522,23.188380253250223
-0.17317317317317316,22.99436190666399
-0.1711711711711712,22.99323212866054
-0.16916916916916913,23.35376360029508
-0.16716716716716717,23.8815156615889
-0.16516516516516522,23.102514230949282
-0.16316316316316315,23.50337990258858
-0.1611611611611612,23.45168965755704
-0.15915915915915912,23.06232825550429
-0.15715715715715717,23.282814246023428
-0.1551551551551552,23.286426003896214
-0.15315315315315314,23.081057271336856
-0.1511511511511512,23.313303877938594
-0.14914914914914912,23.150068617130128
-0.14714714714714716,23.15049371551793
-0.1451451451451452,23.62881800049162
-0.14314314314314314,23.3705419197772
-0.14114114114114118,22.81686932111149
-0.1391391391391391,22.941951329189237
-0.13713713713713716,23.01916049480616
-0.1351351351351351,23.38151244290366
-0.13313313313313313,22.722886450044363
-0.13113113113113117,23.328757435033165
-0.1291291291291291,23.45893368763928
-0.12712712712712715,22.43652774665414
-0.12512512512512508,22.438038776911096
-0.12312312312312312,22.84580488221741
-0.12112112112112117,22.68066358006987
-0.1191191191191191,22.29454061963448
-0.11711711711711714,23.029585349454265
-0.11511511511511507,22.904830930453116
-0.11311311311311312,23.177710041044683
-0.11111111111111116,22.754230641023977
-0.10910910910910909,22.56630088308772
-0.10710710710710714,22.659514917143305
-0.10510510510510507,22.884763872298848
-0.10310310310310311,22.259022700835978
-0.10110110110110115,22.45769510496813
-0.09909909909909909,22.369347153474298
-0.09709709709709713,22.088187306533516
-0.09509509509509506,22.12106146842993
-0.0930930930930931,22.32153707480697
-0.09109109109109115,22.45074964493855
-0.08908908908908908,22.215879729026476
-0.08708708708708712,22.104231495196657
-0.08508508508508505,22.516896886573456
-0.0830830830830831,22.208750241967262
-0.08108108108108114,22.138794005056926
-0.07907907907907907,21.741436554410463
-0.07707707707707712,22.20455675874695
-0.07507507507507505,21.966836019622008
-0.07307307307307309,21.79129095954617
-0.07107107107107113,21.82938185742433
-0.06906906906906907,21.593089814841527
-0.06706706706706711,21.644862389864585
-0.06506506506506504,21.483005050974405
-0.06306306306306309,21.30843290682845
-0.06106106106106102,21.216012068561675
-0.05905905905905906,21.521096221675847
-0.0570570570570571,21.71672038551006
-0.055055055055055035,22.019290049024935
-0.05305305305305308,22.14426645993278
-0.05105105105105101,21.362880764289645
-0.049049049049049054,21.58415590998466
-0.0470470470470471,21.592223331152898
-0.04504504504504503,21.40435613234095
-0.04304304304304307,21.464918492476468
-0.041041041041041004,21.96887096942907
-0.03903903903903905,21.75136975392866
-0.03703703703703709,21.34492947998445
-0.03503503503503502,21.189316556484478
-0.033033033033033066,20.99379706641164
-0.031031031031030998,21.963345705475763
-0.02902902902902904,21.44236502760885
-0.027027027027027084,21.138754770021055
-0.025025025025025016,21.52258104320231
-0.02302302302302306,21.52544708286058
-0.02102102102102099,20.859641445656194
-0.019019019019019034,20.56300791313982
-0.017017017017017078,20.66812343236219
-0.01501501501501501,21.502372545551847
-0.013013013013013053,21.063437605925827
-0.011011011011010985,21.48417175350803
-0.009009009009009028,20.62474212028687
-0.00700700700700696,20.458920689926583
-0.005005005005005003,21.0749914342485
-0.0030030030030030463,20.665744824489483
-0.0010010010010009784,20.7333812229918
0.0010010010010010895,20.862835397252077
0.0030030030030030463,20.250032317270126
0.005005005005005003,20.76179303182221
0.00700700700700696,20.741252080924703
0.009009009009008917,20.541380092527
0.011011011011011096,20.975455928469618
0.013013013013013053,20.594002438759482
0.01501501501501501,20.878459513166348
0.017017017017016967,20.57587227254143
0.019019019019018923,20.56723411729146
0.021021021021021102,20.65342403483989
0.02302302302302306,19.873821803500352
0.025025025025025016,20.658752055140337
0.027027027027026973,20.618799275736748
0.02902902902902893,20.69764184923576
0.03103103103103111,20.53236765362573
0.033033033033033066,20.240778991453602
0.03503503503503502,20.293179989749035
0.03703703703703698,20.25549718264415
0.039039039039038936,19.914585277578414
0.041041041041041115,20.432352206437873
0.04304304304304307,20.13513579194042
0.04504504504504503,19.890177511048407
0.047047047047046986,20.398593366843645
0.04904904904904894,20.237597680122708
0.05105105105105112,20.047060168125256
0.05305305305305308,20.694627484544345
0.055055055055055035,19.79819230609023
0.05705705705705699,19.92932454025158
0.05905905905905895,20.71830798591328
0.06106106106106113,20.12963227925467
0.06306306306306309,20.230435319590026
0.06506506506506504,19.234969426729766
0.067067067067067,19.86983968482206
0.06906906906906896,19.585160683254934
0.07107107107107113,19.377619050191804
0.07307307307307309,19.953491951165066
0.07507507507507505,19.77171452318463
0.077077077077077,19.819885570598085
0.07907907907907896,20.053100737190302
0.08108108108108114,20.27564646378933
0.0830830830830831,20.182906775953352
0.08508508508508505,19.536090647037256
0.08708708708708701,19.422306306290217
0.08908908908908897,19.620836001250005
0.09109109109109115,20.529783744316923
0.0930930930930931,20.120943637178044
0.09509509509509506,19.436129192764994
0.09709709709709702,19.90197683245174
0.0990990990990992,19.90275152735708
0.10110110110110115,19.50240735790626
0.10310310310310311,19.65061174659995
0.10510510510510507,19.840807045689303
0.10710710710710702,19.1586145492868
0.1091091091091092,20.147920362068955
0.11111111111111116,19.215071752589814
0.11311311311311312,19.323385556279824
0.11511511511511507,20.071137090250396
0.11711711711711703,19.19873446187555
0.11911911911911921,19.641940904858437
0.12112112112112117,19.53765626808347
0.12312312312312312,19.45274885341802
0.12512512512512508,18.83808247564328
0.12712712712712704,19.37379258880046
0.12912912912912922,19.616131255672315
0.13113113113113117,19.220496064955178
0.13313313313313313,19.489357479214235
0.1351351351351351,19.164305040427706
0.13713713713713704,19.53230724797439
0.13913913913913922,19.29827708777706
0.14114114114114118,19.35688891833099
0.14314314314314314,18.954141654099903
0.1451451451451451,19.184572958833996
0.14714714714714705,19.30477171900647
0.14914914914914923,19.58834223667382
0.1511511511511512,19.213798563768133
0.15315315315315314,18.92850579026034
0.1551551551551551,18.853263146990276
0.15715715715715706,18.95303919701036
0.15915915915915924,19.055736480542077
0.1611611611611612,19.216495713750895
0.16316316316316315,18.912895022925152
0.1651651651651651,18.98200432149147
0.16716716716716706,18.99749957856095
0.16916916916916924,19.098854344003783
0.1711711711711712,18.823598545465188
0.17317317317317316,19.283612322060673
0.1751751751751751,18.893743008052628
0.17717717717717707,19.332661433205658
0.17917917917917925,18.783937887818368
0.1811811811811812,18.75349217754627
0.18318318318318316,19.024197182021744
0.18518518518518512,18.80821981193199
0.18718718718718708,19.051600530771477
0.18918918918918926,18.958849318787298
0.1911911911911912,19.169259624441555
0.19319319319319317,18.807702861553935
0.19519519519519513,19.111680850797445
0.19719719719719708,18.70390075695327
0.19919919919919926,18.70792662679974
0.20120120120120122,19.044537013328075
0.20320320320320318,18.543045805504523
0.20520520520520513,18.898600961881485
0.2072072072072071,18.88459434097763
0.20920920920920927,18.865956507316156
0.21121121121121122,18.719363691962908
0.21321321321321318,18.869137513609786
0.21521521521521514,18.71227284964522
0.21721721721721732,19.276437690926308
0.21921921921921927,18.75782237910008
0.22122122122122123,18.524322913759185
0.2232232232232232,18.65079790309564
0.22522522522522515,18.334990849926378
0.22722722722722732,18.96369547881424
0.22922922922922928,18.657156255512607
0.23123123123123124,18.5860180723732
0.2332332332332332,19.39852638027536
0.23523523523523515,18.61552692503371
0.23723723723723733,18.492294553795773
0.2392392392392393,18.702118618656304
0.24124124124124124,18.38612484305299
0.2432432432432432,17.87378378040792
0.24524524524524516,18.91392415566087
0.24724724724724734,17.713501143006013
0.2492492492492493,18.133973717736936
0.25125125125125125,18.193857198645784
0.2532532532532532,18.36303013019877
0.25525525525525516,18.605430350598215
0.25725725725725734,18.362810318710974
0.2592592592592593,18.5377534687095
0.26126126126126126,17.890856640265252
0.2632632632632632,18.63266329111805
0.26526526526526517,17.862143484993506
0.26726726726726735,18.73076289769969
0.2692692692692693,18.13589195934647
0.27127127127127126,18.040370555701127
0.2732732732732732,18.085539005706742
0.2752752752752752,18.1708760236623
0.27727727727727736,18.315502724104142
0.2792792792792793,17.925084923860176
0.28128128128128127,18.35135578843423
0.2832832832832832,18.037172761181097
0.2852852852852852,17.91990803276884
0.28728728728728736,18.132571333731924
0.2892892892892893,18.782409452757275
0.2912912912912913,18.120530456497633
0.29329329329329323,18.419190002904717
0.2952952952952952,18.156642130583904
0.29729729729729737,18.46115994917
0.2992992992992993,17.47916818147872
0.3013013013013013,18.7119128747698
0.30330330330330324,18.450554943696822
0.3053053053053052,17.55435197357176
0.3073073073073074,17.750609724767532
0.30930930930930933,18.111114162984393
0.3113113113113113,18.303260190962803
0.31331331331331325,17.597984999348636
0.3153153153153152,17.900885679165018
0.3173173173173174,18.013063047771713
0.31931931931931934,17.908529076673776
0.3213213213213213,17.819926154167106
0.32332332332332325,18.67041682061137
0.3253253253253252,18.350395971008993
0.3273273273273274,17.60765994796005
0.32932932932932935,17.87008871757802
0.3313313313313313,18.10616418001315
0.33333333333333326,18.149098312821625
0.3353353353353352,17.880261422070753
0.3373373373373374,17.51022840000831
0.33933933933933935,18.034951438664844
0.3413413413413413,17.459456624685714
0.34334334334334327,18.60404417241168
0.3453453453453452,17.81092120748827
0.3473473473473474,17.607476414038562
0.34934934934934936,18.281258595238263
0.3513513513513513,17.89739219719913
0.35335335335335327,17.29686252012407
0.35535535535535545,17.59146389454793
0.3573573573573574,17.47297009968011
0.35935935935935936,17.693915800716276
0.3613613613613613,17.911796228556845
0.3633633633633633,17.30322677214299
0.36536536536536546,17.41013317293652
0.3673673673673674,17.56067204447829
0.36936936936936937,17.11331642692715
0.37137137137137133,17.394732707443765
0.3733733733733733,16.874106820383385
0.37537537537537546,17.48081310425493
0.3773773773773774,18.29964129217253
0.3793793793793794,17.55990518317738
0.38138138138138133,17.76695921464891
0.3833833833833833,17.89259792588213
0.38538538538538547,17.993664261104986
0.3873873873873874,17.178955721850112
0.3893893893893894,17.153901137211406
0.39139139139139134,17.40066983494345
0.3933933933933933,17.276081025320394
0.3953953953953955,17.460364533660258
0.39739739739739743,18.250216432761565
0.3993993993993994,17.58887838995829
0.40140140140140135,17.708171738869115
0.4034034034034033,17.05224475901681
0.4054054054054055,17.800701302318156
0.40740740740740744,17.93610588325774
0.4094094094094094,17.641833983435802
0.41141141141141135,16.770344973615796
0.4134134134134133,17.24124533459866
0.4154154154154155,17.582187994359987
0.41741741741741745,17.321280366995545
0.4194194194194194,17.15764808572111
0.42142142142142136,17.73428850126758
0.4234234234234233,17.971588495738388
0.4254254254254255,17.836315997902627
0.42742742742742745,17.3481011522249
0.4294294294294294,17.313030405029142
0.43143143143143137,17.3463378679166
0.4334334334334333,17.18791117664979
0.4354354354354355,17.209945418278743
0.43743743743743746,16.992101259274133
0.4394394394394394,17.198895040112703
0.4414414414414414,17.16898876699961
0.44344344344344333,17.749924970641334
0.4454454454454455,16.846318966643327
0.44744744744744747,17.309800618290456
0.4494494494494494,17.561783712388934
0.4514514514514514,17.385792342682166
0.45345345345345334,17.175941936504955
0.4554554554554555,16.92418936984584
0.4574574574574575,17.31442829942837
0.45945945945945943,16.874336297841815
0.4614614614614614,16.807865244146384
0.46346346346346334,16.66236456727593
0.4654654654654655,17.529925419992114
0.4674674674674675,17.924301319966528
0.46946946946946944,16.850826903083007
0.4714714714714714,17.46407901293721
0.47347347347347357,16.549436258183963
0.47547547547547553,17.358321307637265
0.4774774774774775,16.90860287828009
0.47947947947947944,16.80604150650292
0.4814814814814814,16.504444796382774
0.4834834834834836,16.930272809673532
0.48548548548548554,16.38345164937047
0.4874874874874875,16.86287638739785
0.48948948948948945,17.09850885594139
0.4914914914914914,16.995492574070795
0.4934934934934936,17.016915738499055
0.49549549549549554,16.689563739535835
0.4974974974974975,16.5339860339677
0.49949949949949946,16.525514710148087
0.5015015015015014,16.96395561517821
0.5035035035035036,16.555341910248725
0.5055055055055055,17.08766573468608
0.5075075075075075,16.916282293577293
0.5095095095095095,16.889446689118895
0.5115115115115114,16.908605023191935
0.5135135135135136,16.641703899884245
0.5155155155155156,16.441008169291408
0.5175175175175175,16.68022567271254
0.5195195195195195,16.547800329640843
0.5215215215215214,16.577773773074835
0.5235235235235236,16.7698805811728
0.5255255255255256,16.93528823915957
0.5275275275275275,16.543804436157583
